edad;abandono;viajes;departamento;distancia_casa;educacion;carrera;empleados;id;satisfaccion_entorno;sexo;implicacion;nivel_laboral;puesto;satisfaccion_trabajo;estado_civil;salario_mes;num_empresas_anteriores;mayor_edad;horas_extra;incremento_salario_porc;evaluacion;satisfaccion_companeros;horas_quincena;nivel_acciones;anos_experiencia;num_formaciones_ult_ano;conciliacion;anos_compania;anos_en_puesto;anos_desde_ult_promocion;anos_con_manager_actual
30;Yes;Travel_Rarely;Sales;1;Secundaria;Life Sciences;1;1562;Media;2;Media;2;Sales Executive;#N/D;Married;9714;1;Y;No;11;Alta;Muy_Alta;80;1;10;4;#N/D;10;NA;6;7
38;No;Travel_Frequently;Human Resources;10;Universitaria;Human Resources;1;1563;Alta;3;Alta;2;Human Resources;Alta;Married;6077;3;Y;No;11;Alta;Alta;80;0;10;2;#N/D;6;NA;1;2
35;No;Travel_Rarely;Research & Development;1;#N/D;Medical;1;1564;Muy_Alta;2;Media;1;Laboratory Technician;Media;Single;2450;1;Y;No;19;Alta;Media;80;0;3;3;Media;3;NA;1;2
30;No;Travel_Rarely;Sales;29;#N/D;Technical Degree;1;1568;Alta;3;Alta;3;Sales Executive;#N/D;Married;9250;3;Y;No;12;Alta;Media;80;1;9;3;#N/D;4;NA;1;3
35;Yes;Travel_Rarely;Research & Development;2;Universitaria;Life Sciences;1;1569;Baja;3;Alta;1;Laboratory Technician;Alta;Divorced;2074;1;Y;Yes;12;Alta;Muy_Alta;80;1;1;2;#N/D;1;3;0;0
53;Yes;Travel_Rarely;Research & Development;2;Secundaria;Technical Degree;1;1572;Alta;2;Media;3;Manufacturing Director;Media;Married;10169;0;Y;No;16;Alta;Media;80;1;34;4;#N/D;33;NA;1;9
38;Yes;Travel_Rarely;Research & Development;2;Universitaria;Medical;1;1573;Alta;3;Alta;2;Manufacturing Director;Alta;Married;4855;4;Y;No;11;Alta;Baja;80;2;7;2;#N/D;5;NA;1;4
32;No;Non-Travel;Research & Development;1;Universitaria;Technical Degree;1;1574;Muy_Alta;3;Alta;2;Research Scientist;Alta;Married;4087;4;Y;No;14;Alta;Media;80;1;9;3;#N/D;6;NA;1;2
48;No;Travel_Rarely;Research & Development;15;Universitaria;Other;1;1576;Alta;3;Alta;1;Research Scientist;Alta;Married;2367;8;Y;No;12;Alta;Muy_Alta;80;1;10;3;Alta;8;NA;7;6
34;No;Travel_Rarely;Research & Development;7;Universitaria;Medical;1;1577;Baja;3;Alta;1;Research Scientist;Alta;Single;2972;1;Y;No;13;Alta;Alta;80;0;1;4;Alta;1;NA;0;0
55;No;Travel_Rarely;Sales;26;Secundaria;Marketing;1;1578;Alta;2;Media;5;Manager;Media;Married;19586;1;Y;No;21;Muy_Alta;Alta;80;1;36;3;Media;36;2;2;13
34;No;Travel_Rarely;Research & Development;1;Universitaria;Life Sciences;1;1580;Media;3;Alta;2;Research Scientist;Alta;Married;5484;9;Y;No;17;Alta;Media;80;1;9;3;#N/D;2;3;2;1
26;No;Travel_Rarely;Research & Development;3;#N/D;Life Sciences;1;1581;Baja;3;Alta;1;Research Scientist;Alta;Married;2061;1;Y;No;21;Muy_Alta;Baja;80;0;1;5;#N/D;1;NA;0;0
38;No;Travel_Rarely;Sales;14;Universitaria;Life Sciences;1;1582;Alta;3;Alta;2;Sales Executive;Alta;Married;9924;0;Y;No;11;Alta;Muy_Alta;80;1;10;3;#N/D;9;NA;7;7
38;No;Travel_Rarely;Sales;16;Universitaria;Life Sciences;1;1583;Media;3;Alta;2;Sales Executive;Alta;Single;4198;2;Y;No;12;Alta;Media;80;0;8;5;#N/D;3;NA;1;2
36;No;Travel_Rarely;Sales;1;Universitaria;Life Sciences;1;1585;Media;3;Alta;2;Sales Executive;Alta;Single;6815;6;Y;No;13;Alta;Baja;80;0;15;5;#N/D;1;NA;0;0
29;No;Travel_Rarely;Research & Development;3;Universitaria;Medical;1;1586;Media;3;Alta;1;Laboratory Technician;Alta;Single;4723;1;Y;Yes;18;Alta;Muy_Alta;80;0;10;3;#N/D;10;NA;1;5
35;No;Travel_Rarely;Research & Development;10;Universitaria;Medical;1;1587;Baja;3;Alta;2;Healthcare Representative;Alta;Single;6142;3;Y;Yes;16;Alta;Alta;80;0;10;4;#N/D;5;NA;0;4
39;No;Travel_Rarely;Sales;6;Master;Medical;1;1588;Muy_Alta;4;Muy_Alta;3;Sales Executive;Muy_Alta;Married;8237;2;Y;No;11;Alta;Baja;80;1;11;3;#N/D;7;NA;7;6
29;No;Travel_Frequently;Research & Development;2;Universitaria;Life Sciences;1;1590;Baja;NA;Alta;2;Healthcare Representative;Alta;Divorced;8853;1;Y;No;19;Alta;Muy_Alta;80;1;6;0;Alta;6;NA;1;3
50;No;Travel_Rarely;Sales;9;#N/D;Marketing;1;1591;Alta;NA;#N/D;5;Manager;#N/D;Married;19331;4;Y;Yes;16;Alta;Alta;80;1;27;2;#N/D;1;NA;0;0
23;No;Travel_Rarely;Research & Development;10;Master;Technical Degree;1;1592;Muy_Alta;4;Muy_Alta;1;Research Scientist;Muy_Alta;Married;2073;2;Y;No;16;Alta;Muy_Alta;80;1;4;2;#N/D;2;NA;2;2
36;No;Travel_Frequently;Research & Development;6;Master;Life Sciences;1;1594;Baja;4;Muy_Alta;2;Laboratory Technician;Muy_Alta;Married;5562;3;Y;Yes;13;Alta;Muy_Alta;80;1;9;3;Muy_Alta;3;NA;0;2
42;No;Travel_Rarely;Research & Development;9;Secundaria;Other;1;1595;Muy_Alta;2;Media;5;Manager;Media;Single;19613;8;Y;No;22;Muy_Alta;Muy_Alta;80;0;24;2;#N/D;1;NA;0;1
35;No;Travel_Rarely;Research & Development;28;Master;Life Sciences;1;1596;Media;4;Muy_Alta;2;Laboratory Technician;Muy_Alta;Married;3407;1;Y;No;17;Alta;Muy_Alta;80;2;10;3;Muy_Alta;10;NA;6;8
34;No;Travel_Frequently;Research & Development;10;Secundaria;Technical Degree;1;1597;Muy_Alta;2;Media;2;Healthcare Representative;Media;Married;5063;1;Y;No;14;Alta;Media;80;1;8;3;Media;8;NA;7;7
40;No;Travel_Rarely;Sales;14;Universitaria;Life Sciences;1;1598;Muy_Alta;3;Alta;2;Sales Executive;Alta;Married;4639;1;Y;No;15;Alta;Alta;80;1;5;2;#N/D;5;3;1;2
43;No;Travel_Rarely;Research & Development;27;Master;Technical Degree;1;1599;Muy_Alta;4;Muy_Alta;1;Laboratory Technician;Muy_Alta;Divorced;4876;5;Y;No;12;Alta;Alta;80;1;8;0;Muy_Alta;6;NA;0;2
35;No;Travel_Rarely;Research & Development;7;Secundaria;Life Sciences;1;1601;Alta;2;Media;1;Laboratory Technician;Media;Married;2690;1;Y;No;18;Alta;Muy_Alta;80;1;1;5;#N/D;1;NA;0;1
46;No;Travel_Rarely;Sales;1;Master;Life Sciences;1;1602;Muy_Alta;4;Muy_Alta;4;Manager;Muy_Alta;Single;17567;1;Y;No;15;Alta;Media;80;0;27;5;Muy_Alta;26;NA;0;12
28;Yes;Travel_Rarely;Research & Development;24;#N/D;Medical;1;1604;Alta;NA;Alta;1;Laboratory Technician;Alta;Married;2408;1;Y;Yes;17;Alta;Alta;80;3;1;3;Alta;1;3;0;0
22;No;Non-Travel;Research & Development;26;Secundaria;Other;1;1605;Media;2;Media;1;Research Scientist;Media;Married;2814;1;Y;Yes;14;Alta;Media;80;0;4;2;#N/D;4;NA;1;3
50;No;Travel_Frequently;Research & Development;20;Universitaria;Medical;1;1606;Media;3;Alta;4;Healthcare Representative;Alta;Married;11245;2;Y;Yes;15;Alta;Alta;80;1;32;3;#N/D;30;NA;12;13
32;No;Travel_Rarely;Research & Development;5;Master;Other;1;1607;Media;4;Muy_Alta;1;Research Scientist;Muy_Alta;Married;3312;3;Y;No;17;Alta;Muy_Alta;80;2;6;3;#N/D;3;4;0;2
44;No;Travel_Rarely;Research & Development;7;Universitaria;Medical;1;1608;Media;3;Alta;5;Research Director;Alta;Divorced;19049;0;Y;Yes;14;Alta;Muy_Alta;80;1;23;4;Alta;22;NA;1;10
30;No;Travel_Rarely;Research & Development;7;Secundaria;Medical;1;1609;Media;2;Media;1;Research Scientist;Media;Married;2141;1;Y;No;12;Alta;Media;80;1;6;3;Media;6;NA;1;1
45;No;Travel_Rarely;Research & Development;5;Primaria;Medical;1;1611;Alta;1;Baja;2;Laboratory Technician;Baja;Single;5769;1;Y;Yes;14;Alta;Baja;80;0;10;3;#N/D;10;NA;1;4
45;No;Non-Travel;Sales;26;Secundaria;Marketing;1;1612;Baja;2;Media;2;Sales Executive;Media;Married;4385;1;Y;No;15;Alta;Baja;80;1;10;2;Media;10;NA;4;5
31;No;Travel_Frequently;Sales;2;Universitaria;Other;1;1613;Muy_Alta;3;Alta;2;Sales Executive;Alta;Single;5332;7;Y;No;13;Alta;Muy_Alta;80;0;10;3;Alta;5;NA;0;3
36;No;Travel_Rarely;Research & Development;12;Universitaria;Life Sciences;1;1614;Alta;3;Alta;2;Manufacturing Director;#N/D;Married;4663;9;Y;Yes;12;Alta;Media;80;2;7;2;Alta;3;NA;1;1
34;No;Travel_Frequently;Research & Development;10;Master;Life Sciences;1;1615;Alta;4;Muy_Alta;2;Manufacturing Director;Muy_Alta;Divorced;4724;1;Y;No;13;Alta;Baja;80;1;9;3;Muy_Alta;9;NA;7;2
49;No;Travel_Rarely;Research & Development;25;Universitaria;Life Sciences;1;1617;Alta;3;Alta;1;Laboratory Technician;Alta;Married;3211;1;Y;No;14;Alta;Muy_Alta;80;1;10;3;Alta;9;NA;1;4
39;No;Travel_Rarely;Research & Development;10;Universitaria;Medical;1;1618;Media;3;Alta;2;Manufacturing Director;Alta;Married;5377;2;Y;No;13;Alta;Muy_Alta;80;3;10;3;Alta;7;NA;7;7
27;No;Travel_Rarely;Research & Development;19;Secundaria;Other;1;1619;Muy_Alta;2;Media;1;Laboratory Technician;Media;Divorced;4066;1;Y;No;11;Alta;Baja;80;2;7;3;Media;7;NA;0;7
35;No;Travel_Rarely;Research & Development;18;Master;Life Sciences;1;1621;Media;4;Muy_Alta;2;Research Scientist;Muy_Alta;Married;5208;1;Y;No;11;Alta;Muy_Alta;80;0;16;2;Muy_Alta;16;NA;1;10
28;No;Travel_Rarely;Research & Development;27;Primaria;Medical;1;1622;Media;1;Baja;2;Manufacturing Director;Baja;Divorced;4877;0;Y;No;21;Muy_Alta;Media;80;1;6;5;#N/D;5;NA;0;0
21;No;Travel_Rarely;Research & Development;5;Universitaria;Medical;1;1623;Alta;3;Alta;1;Research Scientist;#N/D;Single;3117;1;Y;No;18;Alta;Alta;80;0;3;2;#N/D;2;3;2;2
18;Yes;Travel_Frequently;Sales;3;Universitaria;Medical;1;1624;Media;3;Alta;1;Sales Representative;Alta;Single;1569;1;Y;Yes;12;Alta;Alta;80;0;0;2;#N/D;0;NA;0;0
47;No;Travel_Rarely;Human Resources;26;Universitaria;Life Sciences;1;1625;Muy_Alta;NA;Alta;5;Manager;Alta;Married;19658;3;Y;No;11;Alta;Alta;80;1;27;2;#N/D;5;NA;1;0
39;No;Travel_Rarely;Research & Development;3;Secundaria;Medical;1;1627;Alta;2;Media;2;Laboratory Technician;Media;Divorced;3069;0;Y;No;15;Alta;Muy_Alta;80;1;11;3;#N/D;10;NA;0;7
40;No;Travel_Rarely;Research & Development;15;#N/D;Life Sciences;1;1628;Baja;NA;#N/D;3;Manufacturing Director;#N/D;Married;10435;1;Y;No;13;Alta;Muy_Alta;80;2;18;2;#N/D;18;NA;14;12
35;No;Non-Travel;Research & Development;8;Universitaria;Life Sciences;1;1630;Alta;3;Alta;2;Healthcare Representative;Alta;Married;4148;1;Y;No;12;Alta;Muy_Alta;80;1;15;5;#N/D;14;NA;2;9
37;No;Travel_Rarely;Research & Development;19;Universitaria;Life Sciences;1;1631;Alta;3;Alta;2;Manufacturing Director;Alta;Married;5768;3;Y;No;17;Alta;Baja;80;3;9;2;Alta;4;NA;0;2
39;No;Travel_Frequently;Research & Development;4;Universitaria;Medical;1;1633;Baja;3;Alta;2;Manufacturing Director;Alta;Single;5042;0;Y;No;13;Alta;Muy_Alta;80;0;10;2;Alta;9;NA;3;8
45;No;Travel_Rarely;Research & Development;2;Secundaria;Other;1;1635;Muy_Alta;2;Media;2;Manufacturing Director;Media;Divorced;5770;1;Y;No;19;Alta;Baja;80;2;10;3;Media;10;NA;3;9
38;No;Travel_Rarely;Research & Development;2;Secundaria;Medical;1;1638;Muy_Alta;2;Media;3;Manufacturing Director;Media;Married;7756;3;Y;Yes;19;Alta;Muy_Alta;80;1;10;6;#N/D;5;NA;0;2
35;Yes;Travel_Rarely;Sales;10;Secundaria;Medical;1;1639;Muy_Alta;2;Media;3;Sales Executive;Media;Married;10306;9;Y;No;17;Alta;Alta;80;0;15;3;#N/D;13;NA;6;0
37;No;Travel_Rarely;Research & Development;10;Universitaria;Medical;1;1640;Media;3;Alta;1;Research Scientist;Alta;Married;3936;1;Y;No;11;Alta;Baja;80;1;8;2;Alta;8;NA;7;7
40;No;Travel_Rarely;Research & Development;16;Universitaria;Life Sciences;1;1641;Alta;NA;Alta;3;Manufacturing Director;Alta;Single;7945;6;Y;Yes;15;Alta;Muy_Alta;80;0;18;2;#N/D;4;NA;3;3
44;No;Travel_Frequently;Human Resources;1;Universitaria;Human Resources;1;1642;Baja;3;Alta;2;Human Resources;Alta;Married;5743;4;Y;Yes;11;Alta;Alta;80;0;14;3;#N/D;10;NA;0;2
48;No;Travel_Frequently;Research & Development;4;Secundaria;Medical;1;1644;Alta;2;Media;4;Manager;Media;Married;15202;2;Y;No;25;Muy_Alta;Media;80;1;23;3;Media;2;NA;2;2
35;Yes;Travel_Rarely;Sales;15;Primaria;Medical;1;1645;Baja;1;Baja;2;Sales Executive;Baja;Divorced;5440;6;Y;Yes;14;Alta;Muy_Alta;80;2;7;2;#N/D;2;NA;2;2
24;No;Travel_Frequently;Research & Development;2;Universitaria;Technical Degree;1;1646;Baja;3;Alta;1;Research Scientist;Alta;Single;3760;1;Y;Yes;13;Alta;Alta;80;0;6;2;#N/D;6;NA;1;3
27;No;Travel_Rarely;Research & Development;8;#N/D;Medical;1;1647;Media;4;Muy_Alta;1;Research Scientist;Muy_Alta;Married;3517;7;Y;No;17;Alta;Baja;80;0;5;0;#N/D;3;NA;0;2
27;No;Travel_Frequently;Research & Development;2;Universitaria;Medical;1;1648;Muy_Alta;3;Alta;1;Research Scientist;Alta;Single;2580;2;Y;No;13;Alta;Alta;80;0;6;0;Alta;4;3;1;2
40;Yes;Travel_Rarely;Research & Development;7;Universitaria;Life Sciences;1;1649;Baja;NA;Alta;1;Laboratory Technician;Alta;Single;2166;3;Y;Yes;14;Alta;Media;80;0;10;3;Alta;4;3;0;3
29;No;Travel_Rarely;Sales;10;Secundaria;Medical;1;1650;Alta;2;Media;2;Sales Executive;Media;Single;5869;9;Y;No;11;Alta;Alta;80;0;8;2;Media;5;NA;1;4
36;No;Travel_Rarely;Research & Development;5;#N/D;Life Sciences;1;1651;Media;3;Alta;3;Healthcare Representative;Alta;Married;8008;4;Y;No;12;Alta;Alta;80;2;9;6;Alta;3;NA;0;2
25;No;Travel_Frequently;Research & Development;2;Master;Life Sciences;1;1653;Muy_Alta;4;Muy_Alta;2;Manufacturing Director;Muy_Alta;Divorced;5206;1;Y;No;17;Alta;Alta;80;2;7;6;#N/D;7;NA;0;7
39;No;Travel_Rarely;Research & Development;12;Universitaria;Medical;1;1654;Muy_Alta;3;Alta;2;Manufacturing Director;Alta;Married;5295;4;Y;No;21;Muy_Alta;Alta;80;0;7;3;#N/D;5;NA;1;0
49;No;Travel_Rarely;Research & Development;22;Universitaria;Other;1;1655;Baja;NA;Alta;4;Research Director;Alta;Married;16413;3;Y;No;16;Alta;Media;80;2;27;2;#N/D;4;3;1;2
50;No;Travel_Rarely;Research & Development;17;Secundaria;Life Sciences;1;1656;Muy_Alta;2;Media;3;Research Director;Media;Divorced;13269;5;Y;No;15;Alta;Alta;80;3;19;3;Media;14;NA;1;11
20;No;Travel_Rarely;Sales;2;Universitaria;Medical;1;1657;Alta;3;Alta;1;Sales Representative;Alta;Single;2783;1;Y;No;19;Alta;Baja;80;0;2;3;#N/D;2;3;2;2
34;No;Travel_Rarely;Research & Development;3;Universitaria;Life Sciences;1;1658;Muy_Alta;3;Alta;2;Research Scientist;Alta;Divorced;5433;1;Y;No;12;Alta;Alta;80;1;11;2;Alta;11;NA;7;9
36;No;Travel_Rarely;Research & Development;7;Universitaria;Life Sciences;1;1659;Baja;3;Alta;1;Laboratory Technician;Alta;Single;2013;2;Y;No;11;Alta;Alta;80;0;15;4;#N/D;4;NA;1;3
49;No;Travel_Rarely;Research & Development;6;Secundaria;Life Sciences;1;1661;Alta;2;Media;4;Healthcare Representative;Media;Married;13966;2;Y;Yes;19;Alta;Media;80;1;30;3;Media;15;NA;2;12
36;No;Non-Travel;Research & Development;1;Secundaria;Medical;1;1662;Muy_Alta;2;Media;2;Manufacturing Director;Media;Married;4374;0;Y;No;15;Alta;Alta;80;0;4;6;#N/D;3;NA;1;2
36;No;Travel_Rarely;Research & Development;3;Master;Life Sciences;1;1664;Muy_Alta;4;Muy_Alta;2;Healthcare Representative;Muy_Alta;Divorced;6842;6;Y;No;20;Muy_Alta;Baja;80;1;13;3;#N/D;5;NA;0;4
54;No;Travel_Rarely;Research & Development;22;Universitaria;Medical;1;1665;Media;3;Alta;4;Manager;Alta;Married;17426;3;Y;No;25;Muy_Alta;Alta;80;1;36;6;Alta;10;NA;4;7
43;No;Travel_Rarely;Research & Development;15;Secundaria;Life Sciences;1;1666;Alta;2;Media;4;Research Director;Media;Married;17603;1;Y;No;24;Muy_Alta;Baja;80;1;14;3;Media;14;2;6;11
35;Yes;Travel_Frequently;Sales;12;Universitaria;Other;1;1667;Muy_Alta;NA;Alta;2;Sales Executive;Alta;Single;4581;3;Y;Yes;24;Muy_Alta;Baja;80;0;13;2;#N/D;11;NA;6;7
38;No;Travel_Frequently;Research & Development;1;Universitaria;Life Sciences;1;1668;Muy_Alta;3;Alta;2;Research Scientist;Alta;Married;4735;7;Y;No;15;Alta;Muy_Alta;80;2;19;4;#N/D;13;NA;2;9
29;No;Travel_Rarely;Sales;5;Secundaria;Medical;1;1669;Baja;2;Media;2;Sales Executive;Media;Divorced;4187;1;Y;Yes;13;Alta;Media;80;1;10;3;#N/D;10;NA;0;9
33;No;Travel_Rarely;Sales;2;Universitaria;Medical;1;1670;Muy_Alta;3;Alta;2;Sales Executive;Alta;Divorced;5505;1;Y;No;14;Alta;Alta;80;2;6;5;#N/D;6;3;0;4
32;No;Travel_Rarely;Research & Development;2;Universitaria;Medical;1;1671;Muy_Alta;3;Alta;2;Research Scientist;Alta;Divorced;5470;0;Y;No;13;Alta;Alta;80;2;10;4;#N/D;9;NA;1;6
31;No;Travel_Rarely;Sales;5;Universitaria;Life Sciences;1;1673;Baja;3;Alta;2;Sales Executive;Alta;Married;5476;1;Y;No;11;Alta;Baja;80;2;10;2;#N/D;10;NA;0;2
49;No;Travel_Rarely;Research & Development;16;Universitaria;Medical;1;1674;Muy_Alta;3;Alta;1;Laboratory Technician;Alta;Divorced;2587;4;Y;Yes;16;Alta;Media;80;1;17;2;#N/D;2;NA;2;2
38;No;Travel_Frequently;Research & Development;2;Secundaria;Medical;1;1675;Muy_Alta;2;Media;1;Laboratory Technician;Media;Single;2440;1;Y;No;22;Muy_Alta;Media;80;0;4;3;#N/D;4;NA;3;3
47;No;Travel_Rarely;Sales;2;Master;Life Sciences;1;1676;Media;4;Muy_Alta;4;Manager;Muy_Alta;Divorced;15972;6;Y;No;14;Alta;Alta;80;3;29;2;#N/D;3;NA;1;2
49;No;Travel_Rarely;Research & Development;1;Universitaria;Life Sciences;1;1677;Alta;3;Alta;4;Manager;Alta;Single;15379;4;Y;No;14;Alta;Baja;80;0;23;2;Alta;8;NA;0;0
41;No;Travel_Rarely;Sales;23;Universitaria;Life Sciences;1;1678;Muy_Alta;3;Alta;3;Sales Executive;Alta;Single;7082;3;Y;Yes;16;Alta;Muy_Alta;80;0;21;2;#N/D;2;NA;0;2
20;No;Travel_Rarely;Sales;9;Universitaria;Life Sciences;1;1680;Muy_Alta;3;Alta;1;Sales Representative;Alta;Single;2728;1;Y;No;11;Alta;Baja;80;0;2;3;Alta;2;NA;0;2
33;No;Non-Travel;Sales;16;Universitaria;Life Sciences;1;1681;Alta;3;Alta;2;Sales Executive;Alta;Divorced;5368;1;Y;Yes;25;Muy_Alta;Alta;80;1;7;2;#N/D;6;NA;1;2
36;No;Travel_Rarely;Research & Development;26;Universitaria;Life Sciences;1;1682;Baja;3;Alta;2;Healthcare Representative;Alta;Married;5347;6;Y;No;14;Alta;Media;80;2;10;2;Alta;3;NA;0;2
44;No;Travel_Rarely;Human Resources;1;Universitaria;Life Sciences;1;1683;Alta;3;Alta;1;Human Resources;Alta;Divorced;3195;4;Y;Yes;18;Alta;Baja;80;3;8;2;#N/D;2;NA;2;2
23;Yes;Travel_Rarely;Research & Development;8;Secundaria;Medical;1;1684;Muy_Alta;2;Media;1;Laboratory Technician;Media;Single;3989;1;Y;Yes;11;Alta;Baja;80;0;5;2;#N/D;5;NA;1;2
38;No;Travel_Rarely;Research & Development;4;Universitaria;Medical;1;1687;Muy_Alta;3;Alta;1;Laboratory Technician;Alta;Married;3306;7;Y;No;19;Alta;Muy_Alta;80;1;7;5;#N/D;0;NA;0;0
53;No;Travel_Rarely;Research & Development;24;Master;Medical;1;1689;Media;4;Muy_Alta;3;Healthcare Representative;Muy_Alta;Married;7005;3;Y;No;15;Alta;Alta;80;0;11;2;#N/D;4;NA;1;2
48;Yes;Travel_Frequently;Sales;7;Universitaria;Medical;1;1691;Muy_Alta;3;Alta;1;Sales Representative;Alta;Married;2655;2;Y;Yes;11;Alta;Alta;80;2;19;3;#N/D;9;3;7;7
32;Yes;Travel_Rarely;Research & Development;2;#N/D;Life Sciences;1;1692;Muy_Alta;NA;Alta;1;Laboratory Technician;Alta;Single;1393;1;Y;No;12;Alta;Baja;80;0;1;2;#N/D;1;3;0;0
26;No;Non-Travel;Research & Development;7;Universitaria;Medical;1;1693;Muy_Alta;3;Alta;1;Laboratory Technician;Alta;Single;2570;1;Y;No;20;Muy_Alta;Alta;80;0;7;5;Alta;7;NA;5;7
55;No;Travel_Rarely;Research & Development;22;Secundaria;Technical Degree;1;1694;Baja;NA;Media;1;Research Scientist;Media;Divorced;3537;5;Y;No;12;Alta;Muy_Alta;80;1;8;1;Media;4;NA;1;2
34;No;Travel_Rarely;Research & Development;5;Secundaria;Medical;1;1696;Media;2;Media;2;Laboratory Technician;Media;Married;3986;1;Y;No;14;Alta;Alta;80;1;15;3;#N/D;15;NA;4;13
60;No;Travel_Rarely;Research & Development;1;Primaria;Medical;1;1697;Alta;1;Baja;3;Healthcare Representative;Baja;Divorced;10883;3;Y;No;20;Muy_Alta;Alta;80;1;19;2;Baja;1;NA;0;0
33;No;Travel_Rarely;Research & Development;21;Master;Medical;1;1698;Media;4;Muy_Alta;1;Laboratory Technician;Muy_Alta;Married;2028;1;Y;No;18;Alta;Muy_Alta;80;3;14;6;#N/D;14;NA;2;13
37;No;Travel_Frequently;Sales;1;Primaria;Medical;1;1700;Alta;1;Baja;2;Sales Executive;Baja;Divorced;9525;1;Y;No;14;Alta;Alta;80;2;6;2;Baja;6;NA;1;3
34;No;Travel_Rarely;Research & Development;19;Secundaria;Life Sciences;1;1701;Media;2;Media;1;Research Scientist;Media;Married;2929;1;Y;No;12;Alta;Media;80;0;10;3;Media;10;NA;8;7
23;Yes;Travel_Rarely;Sales;7;Universitaria;Life Sciences;1;1702;Alta;3;Alta;1;Sales Representative;Alta;Divorced;2275;1;Y;Yes;21;Muy_Alta;Media;80;1;3;2;#N/D;3;NA;0;2
44;No;Travel_Rarely;Research & Development;2;Master;Life Sciences;1;1703;Alta;4;Muy_Alta;3;Healthcare Representative;Muy_Alta;Married;7879;1;Y;Yes;19;Alta;Media;80;1;9;2;Muy_Alta;8;NA;6;7
35;No;Travel_Frequently;Research & Development;2;Secundaria;Medical;1;1704;Baja;2;Media;1;Research Scientist;Media;Single;4930;0;Y;Yes;14;Alta;Alta;80;0;6;2;#N/D;5;NA;1;4
43;No;Travel_Rarely;Sales;2;Universitaria;Medical;1;1706;Muy_Alta;NA;Alta;2;Sales Executive;Alta;Married;7847;1;Y;Yes;17;Alta;Baja;80;1;10;3;#N/D;10;3;8;8
24;No;Travel_Rarely;Research & Development;9;Master;Medical;1;1707;Alta;4;Muy_Alta;1;Research Scientist;Muy_Alta;Married;4401;1;Y;No;16;Alta;Muy_Alta;80;1;5;1;Muy_Alta;5;NA;0;4
41;No;Travel_Rarely;Sales;6;Universitaria;Marketing;1;1708;Muy_Alta;3;Alta;3;Sales Executive;Alta;Single;9241;1;Y;No;12;Alta;Media;80;0;10;3;Alta;10;NA;8;7
29;No;Travel_Rarely;Research & Development;9;Universitaria;Medical;1;1709;Muy_Alta;NA;Alta;1;Laboratory Technician;Alta;Married;2974;9;Y;No;17;Alta;Alta;80;1;9;2;#N/D;5;NA;1;2
36;No;Travel_Rarely;Sales;2;Universitaria;Life Sciences;1;1710;Alta;NA;Alta;2;Sales Representative;Alta;Single;4502;3;Y;No;15;Alta;Alta;80;0;17;2;#N/D;13;NA;6;7
45;No;Non-Travel;Research & Development;1;Secundaria;Life Sciences;1;1712;Alta;2;Media;3;Healthcare Representative;Media;Married;10748;3;Y;No;23;Muy_Alta;Muy_Alta;80;1;25;3;#N/D;23;NA;14;4
24;Yes;Travel_Rarely;Human Resources;22;Primaria;Human Resources;1;1714;Muy_Alta;1;Baja;1;Human Resources;Baja;Married;1555;1;Y;No;11;Alta;Alta;80;1;1;2;#N/D;1;NA;0;0
47;Yes;Travel_Frequently;Sales;9;Primaria;Life Sciences;1;1716;Alta;NA;Baja;4;Sales Executive;Baja;Married;12936;7;Y;No;11;Alta;Alta;80;0;25;3;#N/D;23;NA;14;10
26;No;Travel_Rarely;Research & Development;17;Primaria;Medical;1;1718;Muy_Alta;1;Baja;1;Laboratory Technician;Baja;Married;2305;1;Y;No;15;Alta;Alta;80;3;3;3;Baja;3;NA;0;2
45;No;Travel_Rarely;Research & Development;28;Secundaria;Technical Degree;1;1719;Muy_Alta;2;Media;4;Research Director;Media;Single;16704;1;Y;No;11;Alta;Alta;80;0;21;2;Media;21;NA;8;6
32;No;Travel_Frequently;Research & Development;10;Universitaria;Life Sciences;1;1720;Baja;3;Alta;1;Research Scientist;Alta;Married;3433;6;Y;No;13;Alta;Baja;80;1;10;3;#N/D;5;NA;1;3
31;No;Travel_Rarely;Research & Development;2;Universitaria;Life Sciences;1;1721;Media;3;Alta;1;Laboratory Technician;Alta;Married;3477;1;Y;No;14;Alta;Muy_Alta;80;1;6;2;#N/D;5;3;0;3
41;No;Non-Travel;Human Resources;4;Primaria;Human Resources;1;1722;Alta;1;Baja;2;Human Resources;Baja;Married;6430;6;Y;No;19;Alta;Media;80;1;10;4;#N/D;3;NA;1;2
40;No;Travel_Rarely;Research & Development;8;Universitaria;Life Sciences;1;1724;Media;3;Alta;2;Manufacturing Director;Alta;Married;6516;2;Y;Yes;16;Alta;Media;80;1;18;3;#N/D;1;NA;0;0
24;No;Travel_Rarely;Research & Development;29;Universitaria;Medical;1;1725;Media;3;Alta;1;Laboratory Technician;Alta;Divorced;3907;1;Y;No;13;Alta;Media;80;3;6;2;#N/D;6;NA;1;2
46;No;Travel_Rarely;Research & Development;13;Universitaria;Life Sciences;1;1727;Alta;3;Alta;2;Healthcare Representative;Alta;Single;5562;6;Y;No;14;Alta;Muy_Alta;80;0;19;3;Alta;10;NA;0;9
